2,0.106128894,0.07544159
2,0.059482615,0.099593446
2,0.122521527,0.40844288
2,0.082648516,0.026526967
2,0.1927196,0.06944376
2,0.269171536,0.021255938
2,0.201886609,0.086636245
2,0.07724546,0.031016644
2,0.128112823,0.33595052
2,0.073251754,0.018902179
2,0.07414623,0.021089133
2,0.03722857,0.06720409
2,0.101799339,0.009113148
2,0.092254244,0.06996267
1,0.016473256,0.04825558
2,0.064475104,0.307159
2,0.1213372,0.2989506
2,0.190949529,0.005326104
2,0.07558858,0.3863166
2,0.061027482,0.3174682
2,0.07406831,0.006604256
2,0.235028312,0.011803291
1,0.08254873,0.001818857
1,0.12926507,0.006328067
2,0.010697255,0.025225649
2,0.09586732,0.011162279
2,0.299606353,0.079652414
1,0.022934001,0.46285468
1,0.02144861,0.20880549
1,0.116865017,0.43972173
2,0.071288705,0.08795247
2,0.157848909,0.21544322
