,google,microsoft,clarifai,path
0,2,0.061500057999999996,0.008405905,swim1_front_non.jpg
1,1,0.018253572,0.01686239,swim2_front_non.jpg
2,1,0.011034173999999999,0.13549073,swim3_front_non.jpg
3,1,0.04207133,0.010835438999999999,swim4_front_non.jpg
4,2,0.125797674,0.012466496,swim5_front_non.jpg
5,2,0.121183537,0.038933035,swim6_front_non.jpg
6,1,0.04802794,0.10051008,swim7_front_non.jpg
7,1,0.00844154,0.043111447000000004,swim8_front_non.jpg
8,1,0.08729536,0.07082884,swim9_front_non.jpg
9,1,0.018814366000000003,0.0087486,swim10_front_non.jpg
10,2,0.03221602,0.001407843,swim11_front_non.jpg
11,2,0.0550654,0.021888857999999997,swim12_front_non.jpg
12,2,0.128517061,0.000545616,swim13_front_non.jpg
13,1,0.061926062999999996,0.0031912840000000004,swim14_front_non.jpg
14,1,0.01756059,0.033233773,swim15_front_non.jpg
15,2,0.038652487,0.00310593,swim16_front_non.jpg
16,1,0.050891686,0.005372905999999999,swim17_front_non.jpg
17,1,0.01140667,0.014535326000000001,swim18_front_non.jpg
18,1,0.030799901,0.012404492,swim19_front_non.jpg
19,2,0.04773562,0.013588506,swim20_front_non.jpg
20,1,0.0685333,0.0035699959999999998,swim21_front_non.jpg
21,1,0.1419851,0.016067667,swim22_front_non.jpg
22,1,0.116450049,0.050735913,swim23_front_non.jpg
23,1,0.021847362000000002,0.05059161,swim24_front_non.jpg
24,1,0.010215687,0.005186843,swim25_front_non.jpg
25,1,0.1513951,0.00046716300000000004,swim26_front_non.jpg
26,2,0.408635259,0.03543963,swim27_front_non.jpg
27,1,0.010650366999999999,0.027532816,swim28_front_non.jpg
28,1,0.016368937,0.013011123000000001,swim29_front_non.jpg
29,1,0.022567742000000002,0.003529379,swim30_front_non.jpg
30,1,0.012601073,5.920000000000001e-05,swim31_front_non.jpg
31,1,0.031641346,0.002624499,swim32_front_non.jpg
