,Unnamed: 0,screen_name,bot1,bot2,bot3,bot4,bot5,bot6,scores,exp1,yhat
64,10429,scr385w,1,0,0,0,0,0,0.39,1,1
65,2321,JoyR16,1,0,0,0,0,0,0.34,1,1
66,639,ReviewABC,1,0,0,0,0,0,0.33,1,1
67,10012,garnica_desiree,1,0,0,0,0,0,0.19,1,1
68,6441,spenceitaliano,1,0,0,0,0,0,0.37,1,1
69,2780,VargasonDelbert,1,0,0,0,0,0,0.35,1,1
70,2468,spinerau,1,0,0,0,0,0,0.37,1,1
71,2064,RealStone0016,1,0,0,0,0,0,0.43,1,1
72,2413,JoeClarkOhio,1,0,0,0,0,0,0.19,1,1
73,2291,CarrieHKP57,1,0,0,0,0,0,0.35,1,1
74,1481,enotsrevleb,1,0,0,0,0,0,0.35,1,1
75,766,hasmikch,1,0,0,0,0,0,0.35,1,1
76,3359,Schmidterks1,1,0,0,0,0,0,0.44,1,1
77,5993,CarterSpartams,1,0,0,0,0,0,0.37,1,1
78,3266,Duxgirl27,1,0,0,0,0,0,0.45,1,1
79,7483,SrToland,1,0,0,0,0,0,0.33,1,1
80,8620,beck_amikebeck,1,0,0,0,0,0,0.29,1,1
81,7600,gwgillett,1,0,0,0,0,0,0.34,1,1
82,5048,mvp22,1,0,0,0,0,0,0.25,1,1
83,12330,LoriSla84483274,1,0,0,0,0,0,0.3,1,1
84,4246,IG8817,1,0,0,0,0,0,0.33,1,1
85,8501,jimmyepate,1,0,0,0,0,0,0.27,1,1
86,3055,Mr_Windy_City_,1,0,0,0,0,0,0.09,1,1
87,4766,rooneill60,1,0,0,0,0,0,0.32,1,1
88,6632,RNRConnecticut,1,0,0,0,0,0,0.47,1,1
89,9270,XRowanAvalon,1,0,0,0,0,0,0.35,1,1
90,9539,RoyLeePlummer1,1,0,0,0,0,0,0.39,1,1
91,7966,Channel3A,1,0,0,0,0,0,0.33,1,1
92,2088,foehmr,1,0,0,0,0,0,0.43,1,1
93,7869,LimboCat,1,0,0,0,0,0,0.37,1,1
94,6265,Robo_Elk,1,0,0,0,0,0,0.35,1,1
95,5459,Dale_Gaskins,1,0,0,0,0,0,0.25,1,1
96,8518,Haywire1970,1,0,0,0,0,0,0.43,1,1
97,8021,gooner221169,1,0,0,0,0,0,0.34,1,1
98,8123,JulieP3383,1,0,0,0,0,0,0.28,1,1
99,4056,Zubrmeister,1,0,0,0,0,0,0.23,1,1
100,1094,Velcro108,1,0,0,0,0,0,0.24,1,1
101,3754,WinningTrump45,1,0,0,0,0,0,0.45,1,1
102,4098,Pansbx,1,0,0,0,0,0,0.38,1,1
103,356,bobbyd0414,1,0,0,0,0,0,0.39,1,1
104,5180,countrysherry,1,0,0,0,0,0,0.24,1,1
105,5209,DianHedrich,1,0,0,0,0,0,0.34,1,1
106,6749,ozcargcouture,1,0,0,0,0,0,0.43,1,1
107,873,GamGamBethM,1,0,0,0,0,0,0.4,1,1
108,4019,PG_Chrys,1,0,0,0,0,0,0.26,1,1
109,10856,saleawy,1,0,0,0,0,0,0.36,1,1
110,10682,noLongerAdem1,1,0,0,0,0,0,0.27,1,1
111,6669,ThompsonTony56,1,0,0,0,0,0,0.49,1,1
112,4038,AveryDaymond,1,0,0,0,0,0,0.33,1,1
113,366,VirginiaMaglion,1,0,0,0,0,0,0.28,1,1
114,4313,AlSancif,1,0,0,0,0,0,0.39,1,1
115,7214,NjPringle,1,0,0,0,0,0,0.42,1,1
116,8133,HUMPTYSCRUMPTY,1,0,0,0,0,0,0.28,1,1
117,10271,OldSargeUSAF,1,0,0,0,0,0,0.47,1,1
118,8882,patriciacastiyo,1,0,0,0,0,0,0.46,1,1
119,12218,rcola1955,1,0,0,0,0,0,0.47,1,1
120,5325,licordare,1,0,0,0,0,0,0.32,1,1
121,4777,Sherilyons100,1,0,0,0,0,0,0.33,1,1
122,491,michelemanasek,1,0,0,0,0,0,0.38,1,1
123,6349,royaltern1,1,0,0,0,0,0,0.21,1,1
124,7914,NWalesTrelis,1,0,0,0,0,0,0.25,1,1
125,5024,thudfan_jim,1,0,0,0,0,0,0.32,1,1
126,1777,peterc3011,1,0,0,0,0,0,0.32,1,1
127,6943,guinevere_l,1,0,0,0,0,0,0.4,1,1
128,1371,kcooper1698,1,0,0,0,0,0,0.34,1,1
129,3964,DiamondFire3,1,0,0,0,0,0,0.29,1,1
130,1969,LisaHauser8,1,0,0,0,0,0,0.45,1,1
131,1207,ThatNiggaTGAWD,1,0,0,0,0,0,0.19,1,1
132,12187,Stevens10Liz,1,0,0,0,0,0,0.43,1,1
133,3294,conserv2mysoul,1,0,0,0,0,0,0.3,1,1
134,3603,CCCobb411,1,0,0,0,0,0,0.37,1,1
135,5952,_CARA_meL,1,0,0,0,0,0,0.28,1,1
136,218,ce777,1,0,0,0,0,0,0.21,1,1
137,6881,Wenz5point0,1,0,0,0,0,0,0.37,1,1
138,11438,JessiSparey,1,0,0,0,0,0,0.13,1,1
139,4620,sk_gagroo,1,0,0,0,0,0,0.2,1,1
140,1342,DougSwaim63,1,0,0,0,0,0,0.27,1,1
141,1286,jraionios,1,0,0,0,0,0,0.18,1,1
142,3927,voxsusana,1,0,0,0,0,0,0.25,1,1
143,8413,LizSandy2,1,0,0,0,0,0,0.31,1,1
144,7055,Mongo26511155,1,0,0,0,0,0,0.43,1,1
145,5208,ekdeplorable,1,0,0,0,0,0,0.45,1,1
146,5031,grandmamlewis,1,0,0,0,0,0,0.35,1,1
147,5601,SadieTurner17,1,0,0,0,0,0,0.44,1,1
148,8776,nick_streza,1,0,0,0,0,0,0.39,1,1
149,4517,brabbs88,1,0,0,0,0,0,0.49,1,1
150,5637,SylviaBrady20,1,0,0,0,0,0,0.31,1,1
151,3877,TheRaytedex,1,0,0,0,0,0,0.33,1,1
152,12214,DoxieMama007,1,0,0,0,0,0,0.4,1,1
153,568,EdwardChelednik,1,0,0,0,0,0,0.37,1,1
154,10665,the_dead2,1,0,0,0,0,0,0.43,1,1
155,10683,BaklavaEater,1,0,0,0,0,0,0.4,1,1
156,8926,L0s4,1,0,0,0,0,0,0.32,1,1
157,9097,customdeluxe79,1,0,0,0,0,0,0.37,1,1
158,4061,ScottAllenSumm1,1,0,0,0,0,0,0.37,1,1
159,2764,suzziees2015,1,0,0,0,0,0,0.32,1,1
160,5142,REALLYBILLYJACK,1,0,0,0,0,0,0.36,1,1
161,241,missled2u,1,0,0,0,0,0,0.35,1,1
162,3291,MrSteveRangel,1,0,0,0,0,0,0.39,1,1
163,3243,Lovefunmagictru,1,0,0,0,0,0,0.44,1,1
164,8523,LadyChesapeake,1,0,0,0,0,0,0.3,1,1
165,11707,CovenantPresenc,1,0,0,0,0,0,0.43,1,1
166,8811,SoulfulBrotha,1,0,0,0,0,0,0.28,1,1
167,2324,PatFikes,1,0,0,0,0,0,0.31,1,1
168,6432,DragonX_081,1,0,0,0,0,0,0.26,1,1
169,4391,jakeaheal,1,0,0,0,0,0,0.33,1,1
170,1282,WolfHunter46,1,0,0,0,0,0,0.47,1,1
171,4969,ironrookie,1,0,0,0,0,0,0.38,1,1
172,7876,BamaJaxx,1,0,0,0,0,0,0.24,1,1
173,10646,uhzman,1,0,0,0,0,0,0.41,1,1
174,4381,Johnny_79_NZ,1,0,0,0,0,0,0.38,1,1
175,4083,lynn_spruill,1,0,0,0,0,0,0.38,1,1
176,11118,drginareghetti,1,0,0,0,0,0,0.42,1,1
177,4540,democrapssuck,1,0,0,0,0,0,0.4,1,1
178,2054,ShoreProgress,1,0,0,0,0,0,0.38,1,1
179,7048,reevesgrading,1,0,0,0,0,0,0.26,1,1
180,6232,lvisrulz,1,0,0,0,0,0,0.41,1,1
181,6232,erinstarriscool,1,0,0,0,0,0,0.22,1,1
182,5893,SLOTE3,1,0,0,0,0,0,0.43,1,1
183,4605,larryff6372,1,0,0,0,0,0,0.18,1,1
184,5222,Jay94019,1,0,0,0,0,0,0.38,1,1
185,1302,Jg18410708,1,0,0,0,0,0,0.38,1,1
186,5371,RickPitz,1,0,0,0,0,0,0.4,1,1
187,5452,SandyMoonstar,1,0,0,0,0,0,0.39,1,1
188,6017,nor_nor_4567,1,0,0,0,0,0,0.35,1,1
189,5706,JBarlowSmith,1,0,0,0,0,0,0.34,1,1
190,3341,e0f571cf1c5a4c7,1,0,0,0,0,0,0.28,1,1
191,2974,misspete64,1,0,0,0,0,0,0.38,1,1
192,5246,rexthetvterrier,1,0,0,0,0,0,0.31,1,1
193,9360,DonnaLedford8,1,0,0,0,0,0,0.39,1,1
194,4405,fullmoonrising2,1,0,0,0,0,0,0.37,1,1
195,2753,_DandyMurdock_,1,0,0,0,0,0,0.3,1,1
196,6987,riderpowered,1,0,0,0,0,0,0.33,1,1
197,3622,RobinBrandon75,1,0,0,0,0,0,0.49,1,1
198,4115,brushyblue,1,0,0,0,0,0,0.27,1,1
199,8244,ahebrewcatholic,1,0,0,0,0,0,0.3,1,1
200,11277,marco093046,1,0,0,0,0,0,0.27,1,1
201,7490,pjpellis17,1,0,0,0,0,0,0.33,1,1
202,4693,MaryTecoma,1,0,0,0,0,0,0.45,1,1
203,6080,Whatifnews444,1,0,0,0,0,0,0.33,1,1
204,7459,tomvail_tv,1,0,0,0,0,0,0.31,1,1
205,7486,LaganoNl,1,0,0,0,0,0,0.38,1,1
206,8512,tom_zeus,1,0,0,0,0,0,0.25,1,1
207,4540,BrendaPurington,1,0,0,0,0,0,0.24,1,1
208,4532,tim_kelly42,1,0,0,0,0,0,0.46,1,1
209,4053,CollectingFigs,1,0,0,0,0,0,0.29,1,1
210,6075,Rodriguez_today,1,0,0,0,0,0,0.36,1,1
211,8233,Oozithinkeyiz,1,0,0,0,0,0,0.33,1,1
212,6964,GaryWil59456334,1,0,0,0,0,0,0.38,1,1
213,8744,MrsS0S,1,0,0,0,0,0,0.37,1,1
214,1987,StopTheLibCoup,1,0,0,0,0,0,0.36,1,1
215,4043,sed_light,1,0,0,0,0,0,0.26,1,1
216,7417,Bess_Servdkold,1,0,0,0,0,0,0.32,1,1
217,1649,hermione_rescue,1,0,0,0,0,0,0.26,1,1
218,5060,NanaMaryto8,1,0,0,0,0,0,0.31,1,1
219,4451,MillyMolly300,1,0,0,0,0,0,0.32,1,1
220,12083,MMovesDartford,1,0,0,0,0,0,0.44,1,1
221,4882,FromMyCOLDDEAD1,1,0,0,0,0,0,0.21,1,1
222,7708,RedPillGoy,1,0,0,0,0,0,0.39,1,1
223,6896,jimwelch1,1,0,0,0,0,0,0.37,1,1
224,8145,c_apriljhowell,1,0,0,0,0,0,0.44,1,1
225,5128,ab5cd3f533d140e,1,0,0,0,0,0,0.46,1,1
226,8957,sanchepous,1,0,0,0,0,0,0.3,1,1
227,12347,frank95054,1,0,0,0,0,0,0.27,1,1
228,6825,Metaorphan,1,0,0,0,0,0,0.17,1,1
229,4919,JohnRicho45,1,0,0,0,0,0,0.4,1,1
230,6808,Ludi2shoes,1,0,0,0,0,0,0.17,1,1
231,7974,TimothyTipton19,1,0,0,0,0,0,0.47,1,1
232,6336,OPECnews,1,0,0,0,0,0,0.46,1,1
233,11683,speakin_truth,1,0,0,0,0,0,0.38,1,1
234,12240,noonehereyet,1,0,0,0,0,0,0.4,1,1
235,3108,sld_maga,1,0,0,0,0,0,0.44,1,1
236,3380,PositionJesus,1,0,0,0,0,0,0.34,1,1
237,2377,aKaPaV,1,0,0,0,0,0,0.35,1,1
238,6737,SubmarineN2Deep,1,0,0,0,0,0,0.44,1,1
239,3219,fedup_m,1,0,0,0,0,0,0.34,1,1
240,7318,horn_trump,1,0,0,0,0,0,0.33,1,1
241,12270,BLUECHARGER69,1,0,0,0,0,0,0.34,1,1
242,2842,WoodWhisperers,1,0,0,0,0,0,0.24,1,1
243,10172,Elizabe28638345,1,0,0,0,0,0,0.33,1,1
244,9569,Dreamwe92967226,1,0,0,0,0,0,0.4,1,1
245,7167,MinxG14,1,0,0,0,0,0,0.44,1,1
246,1975,DC_Supremacy,1,0,0,0,0,0,0.47,1,1
247,2883,slconine,1,0,0,0,0,0,0.4,1,1
248,11819,mrdnaru,1,0,0,0,0,0,0.49,1,1
249,1366,Push4Contest,1,0,0,0,0,0,0.47,1,1
250,5174,absurdtymes,1,0,0,0,0,0,0.33,1,1
251,2293,PerryWhiteppg,1,0,0,0,0,0,0.32,1,1
252,6980,ULTRAGODS,1,0,0,0,0,0,0.31,1,1
253,8740,Celia94608757,1,0,0,0,0,0,0.25,1,1
254,6407,1Rachaell,1,0,0,0,0,0,0.34,1,1
255,4392,WillemB71,1,0,0,0,0,0,0.45,1,1
256,6547,PressGop,1,0,0,0,0,0,0.28,1,1
257,9044,Jaclyn73_,1,0,0,0,0,0,0.46,1,1
258,12127,san1tdm,1,0,0,0,0,0,0.49,1,1
259,6227,TMlaster2,1,0,0,0,0,0,0.47,1,1
260,10857,z_chrissie,1,0,0,0,0,0,0.45,1,1
261,4406,fcz64,1,0,0,0,0,0,0.22,1,1
262,4090,pinkfloyd5709,1,0,0,0,0,0,0.4,1,1
263,4370,IBTGOG,1,0,0,0,0,0,0.35,1,1
264,2155,kmbsk80,1,0,0,0,0,0,0.33,1,1
265,10537,r05co,1,0,0,0,0,0,0.32,1,1
266,4091,janiceponchak,1,0,0,0,0,0,0.35,1,1
267,11238,Warutso,1,0,0,0,0,0,0.24,1,1
268,3242,javahed,1,0,0,0,0,0,0.38,1,1
269,619,BounceORound,1,0,0,0,0,0,0.39,1,1
270,11135,Shanbarani,1,0,0,0,0,0,0.33,1,1
271,12604,aimywinkler,1,0,0,0,0,0,0.28,1,1
272,10893,Dimplenut,1,0,0,0,0,0,0.33,1,1
273,9147,ricko1735,1,0,0,0,0,0,0.42,1,1
274,982,JudiLynnMitche1,1,0,0,0,0,0,0.4,1,1
275,11701,debbymrsdebby,1,0,0,0,0,0,0.45,1,1
276,248,kenosh5,1,0,0,0,0,0,0.42,1,1
277,7591,texitoast,1,0,0,0,0,0,0.29,1,1
278,1500,DennisSlock1,1,0,0,0,0,0,0.4,1,1
279,10234,Thebadguy75,1,0,0,0,0,0,0.47,1,1
280,923,retirement08,1,0,0,0,0,0,0.34,1,1
281,2414,ThreadgoodIdgy,1,0,0,0,0,0,0.34,1,1
282,50,duckdoodlz,1,0,0,0,0,0,0.36,1,1
283,472,toby_dorena,1,0,0,0,0,0,0.33,1,1
284,5982,amyrlin53,1,0,0,0,0,0,0.41,1,1
285,6155,veritas_45,1,0,0,0,0,0,0.32,1,1
286,7230,UltrasmashGP,1,0,0,0,0,0,0.37,1,1
287,5261,Kinetic_123,1,0,0,0,0,0,0.49,1,1
288,6048,7602Laura,1,0,0,0,0,0,0.42,1,1
289,5052,Callcasting1,1,0,0,0,0,0,0.27,1,1
290,12532,KimHarm63,1,0,0,0,0,0,0.47,1,1
291,3158,MIdifference2,1,0,0,0,0,0,0.4,1,1
292,3914,thepratman,1,0,0,0,0,0,0.41,1,1
293,6726,VulcanInfo,1,0,0,0,0,0,0.28,1,1
294,8697,CraftbeerRPD,1,0,0,0,0,0,0.44,1,1
295,8440,lallalu,1,0,0,0,0,0,0.3,1,1
296,6271,ViaVeritatis7,1,0,0,0,0,0,0.34,1,1
297,6204,shanepriestley3,1,0,0,0,0,0,0.49,1,1
298,5786,harleyquinn7272,1,0,0,0,0,0,0.47,1,1
299,3541,AnnettaJensen6,1,0,0,0,0,0,0.28,1,1
300,4665,tegiminis,1,0,0,0,0,0,0.31,1,1
301,12292,Carolprose1,1,0,0,0,0,0,0.44,1,1
302,4165,PoliticalShout,1,0,0,0,0,0,0.37,1,1
303,1750,IChronicles1232,1,0,0,0,0,0,0.18,1,1
304,8296,CJTUCKERTRUPAT,1,0,0,0,0,0,0.43,1,1
305,10450,eath1223,1,0,0,0,0,0,0.35,1,1
306,7649,jenny_manie,1,0,0,0,0,0,0.46,1,1
307,6646,DianePavlick,1,0,0,0,0,0,0.38,1,1
308,12283,QuakerUp,1,0,0,0,0,0,0.22,1,1
309,5124,damian_godden,1,0,0,0,0,0,0.48,1,1
310,7403,MatildaBawden,1,0,0,0,0,0,0.31,1,1
311,6740,branch_4th,1,0,0,0,0,0,0.38,1,1
312,8006,StreetsMacD,1,0,0,0,0,0,0.32,1,1
313,9317,nigelthegoat,1,0,0,0,0,0,0.43,1,1
314,6952,BudLady855,1,0,0,0,0,0,0.38,1,1
315,2369,5p0093r,1,0,0,0,0,0,0.25,1,1
316,2872,quiziep8jazz101,1,0,0,0,0,0,0.31,1,1
317,1355,DebraMMason1,1,0,0,0,0,0,0.43,1,1
318,5776,zubedog,1,0,0,0,0,0,0.49,1,1
319,2253,Momcat2111,1,0,0,0,0,0,0.35,1,1
320,11789,DavidAlbertoDia,1,0,0,0,0,0,0.46,1,1
321,8667,jimdodat,1,0,0,0,0,0,0.43,1,1
322,3677,mstazrn,1,0,0,0,0,0,0.43,1,1
323,11402,thejenn999,1,0,0,0,0,0,0.33,1,1
324,1925,karolcummins,1,0,0,0,0,0,0.4,1,1
325,671,siskin2010,1,0,0,0,0,0,0.25,1,1
326,567,occam58,1,0,0,0,0,0,0.4,1,1
327,12235,Pudingtane,1,0,0,0,0,0,0.34,1,1
328,11080,Keeley35382475,1,0,0,0,0,0,0.3,1,1
329,3052,pmccarthy60,1,0,0,0,0,0,0.42,1,1
330,12181,ombos,1,0,0,0,0,0,0.3,1,1
331,8154,momy5ca,1,0,0,0,0,0,0.49,1,1
332,1426,4Billy_Jack,1,0,0,0,0,0,0.32,1,1
333,4618,BigBrotherNut,1,0,0,0,0,0,0.37,1,1
334,9895,ATCAT071906,1,0,0,0,0,0,0.34,1,1
335,7863,vavoomddd,1,0,0,0,0,0,0.15,1,1
336,5197,butwhoisAden,1,0,0,0,0,0,0.22,1,1
337,1916,RobotSelf2017,1,0,0,0,0,0,0.35,1,1
338,11943,traanseunte,1,0,0,0,0,0,0.34,1,1
339,4944,ourdreamtoo,1,0,0,0,0,0,0.41,1,1
340,620,Qandew,1,0,0,0,0,0,0.4,1,1
341,4251,pllilje1,1,0,0,0,0,0,0.43,1,1
342,2706,sydneyann2018,1,0,0,0,0,0,0.35,1,1
343,7253,OldBanner,1,0,0,0,0,0,0.38,1,1
344,3760,icicledisaster,1,0,0,0,0,0,0.33,1,1
345,8974,Jspadafora327,1,0,0,0,0,0,0.49,1,1
346,6827,RobertPhilbri12,1,0,0,0,0,0,0.42,1,1
347,12013,enlightnup,1,0,0,0,0,0,0.32,1,1
348,8087,jennifervranes1,1,0,0,0,0,0,0.35,1,1
349,5357,Whatsthe4114,1,0,0,0,0,0,0.35,1,1
350,1344,amadeplorable,1,0,0,0,0,0,0.33,1,1
351,5085,HuJack007,1,0,0,0,0,0,0.27,1,1
352,8670,tweets1959,1,0,0,0,0,0,0.35,1,1
353,5932,Mariehoiles121,1,0,0,0,0,0,0.35,1,1
354,6231,Thunder7869,1,0,0,0,0,0,0.3,1,1
355,212,brunosunshine,1,0,0,0,0,0,0.33,1,1
356,12097,Happy2Bagain,1,0,0,0,0,0,0.3,1,1
357,6445,DMauck,1,0,0,0,0,0,0.4,1,1
358,8160,judygator11z,1,0,0,0,0,0,0.42,1,1
359,6836,SQUINTZ6,1,0,0,0,0,0,0.15,1,1
360,6104,3695c9faacde4b1,1,0,0,0,0,0,0.45,1,1
361,6781,nicaragusa,1,0,0,0,0,0,0.49,1,1
362,6093,mvrik599,1,0,0,0,0,0,0.26,1,1
363,1888,HVAC_HAM,1,0,0,0,0,0,0.42,1,1
364,5968,abodon_5,1,0,0,0,0,0,0.33,1,1
365,1198,HiCaliberLilGal,1,0,0,0,0,0,0.46,1,1
366,7973,EricDH5,1,0,0,0,0,0,0.38,1,1
367,4207,MindfulCitizen1,1,0,0,0,0,0,0.28,1,1
368,3306,incochain,1,0,0,0,0,0,0.32,1,1
369,10917,belle_nunley,1,0,0,0,0,0,0.49,1,1
370,7581,JenomProsty2016,1,0,0,0,0,0,0.39,1,1
371,9528,Jeff_Tetreault,1,0,0,0,0,0,0.22,1,1
372,10853,TwnzMom55,1,0,0,0,0,0,0.32,1,1
373,8103,walthamstownews,1,0,0,0,0,0,0.4,1,1
374,6059,hawkhopkins12,1,0,0,0,0,0,0.38,1,1
375,10346,quippingalong,1,0,0,0,0,0,0.29,1,1
376,11108,hazmat50213,1,0,0,0,0,0,0.3,1,1
377,9515,TylerHu99890202,1,0,0,0,0,0,0.34,1,1
378,5268,Robinakn,1,0,0,0,0,0,0.37,1,1
379,8163,dghlugo,1,0,0,0,0,0,0.39,1,1
380,8723,petty_marshall,1,0,0,0,0,0,0.27,1,1
381,6549,Jonas2Nilsson,1,0,0,0,0,0,0.32,1,1
382,10076,Pkitty1975,1,0,0,0,0,0,0.44,1,1
383,9104,SerSereyn,1,0,0,0,0,0,0.45,1,1
384,2149,RoseKnudsen,1,0,0,0,0,0,0.38,1,1
385,510,shittalker888,1,0,0,0,0,0,0.38,1,1
386,10702,My57ChevyBelAir,1,0,0,0,0,0,0.3,1,1
387,4297,diazad81,1,0,0,0,0,0,0.26,1,1
388,9375,Halfof840,1,0,0,0,0,0,0.22,1,1
389,5740,jalaffler,1,0,0,0,0,0,0.25,1,1
390,12618,LilMisPanthr,1,0,0,0,0,0,0.23,1,1
391,107,PIN1077,1,0,0,0,0,0,0.25,1,1
392,3452,papaschu1,1,0,0,0,0,0,0.38,1,1
393,7016,jckelly3619,1,0,0,0,0,0,0.28,1,1
394,5810,kyleraccio,1,0,0,0,0,0,0.23,1,1
395,9224,Need_To_Fly,1,0,0,0,0,0,0.34,1,1
396,2599,RoxxxyGurL,1,0,0,0,0,0,0.46,1,1
397,5868,DaniellePentec4,1,0,0,0,0,0,0.36,1,1
398,6672,OwemmJee,1,0,0,0,0,0,0.29,1,1
399,8252,PhiKapMom,1,0,0,0,0,0,0.26,1,1
400,7682,HawkclubHawkins,1,0,0,0,0,0,0.36,1,1
401,10672,March4Trump,1,0,0,0,0,0,0.49,1,1
402,6367,vunderfool,1,0,0,0,0,0,0.3,1,1
403,5744,DarrenB94,1,0,0,0,0,0,0.29,1,1
404,9261,HenshallHarold,1,0,0,0,0,0,0.47,1,1
405,7797,jacquelinedora3,1,0,0,0,0,0,0.3,1,1
406,740,DanKam82,1,0,0,0,0,0,0.17,1,1
407,4978,Sandy65Beach,1,0,0,0,0,0,0.31,1,1
408,2201,for2n8mom,1,0,0,0,0,0,0.36,1,1
409,11714,SouCalmo,1,0,0,0,0,0,0.32,1,1
410,6190,LibertyShirl,1,0,0,0,0,0,0.34,1,1
411,8487,deplorablemtelk,1,0,0,0,0,0,0.49,1,1
412,744,portstanley176,1,0,0,0,0,0,0.32,1,1
413,8379,kc57hd69,1,0,0,0,0,0,0.32,1,1
414,12060,FlyoverCountry2,1,0,0,0,0,0,0.32,1,1
415,1889,jonithoreau,1,0,0,0,0,0,0.34,1,1
416,3608,lawson_vinno,1,0,0,0,0,0,0.21,1,1
417,8829,4liberty4usa,1,0,0,0,0,0,0.33,1,1
418,8443,jdolan2020,1,0,0,0,0,0,0.4,1,1
419,6087,holden,1,0,0,0,0,0,0.24,1,1
420,9558,greg_terrell,1,0,0,0,0,0,0.45,1,1
421,8952,grandmakim13,1,0,0,0,0,0,0.33,1,1
422,10617,Husjojola,1,0,0,0,0,0,0.24,1,1
423,5126,RebeccaFaussett,1,0,0,0,0,0,0.4,1,1
424,5774,lezleecog,1,0,0,0,0,0,0.28,1,1
425,6461,iKeepsIt2RELL,1,0,0,0,0,0,0.17,1,1
426,2613,JoanneSzafrani1,1,0,0,0,0,0,0.49,1,1
